Subject,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Thumb Image,Template Title,Template Summary,New Test Text,Tags,Brand,Category,Set Date,Sender,Meta Title,Meta Description
"You record it, Loom now writes it. 🎥✨📝",new-features-nudge-from-loom-05082024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b92529ba692512b5342b4,false,false,Tue Aug 12 2025 19:13:22 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 15:33:43 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b92519ba692512b53428e_fc1298f6-f385-480b-863a-c83c47067107.png,Loom email 23,"This email promotes Loom's new AI-powered workflows designed to automate the creation of SOPs and other documentation by converting video recordings into structured text formats like Jira or Linear tickets. It features a visually rich layout including logos, hero images, and contextual screenshots that illustrate the use cases. The tone is energetic and forward-looking, emphasizing efficiency and productivity with clear calls to action inviting users to try and buy Loom AI.",,new-feature-nudge; upgrade-cta; usage-expansion,loom,announce-new-features,Wed May 08 2024 20:07:00 GMT+0000 (Coordinated Universal Time),The Loom Team,New Feature(s) Nudge from Loom | Announce New Features 2,"Loom AI automates SOP and ticket creation from videos, speeding up documentation and project progress with clear, efficient workflows."
You sent an email—what's next?,product-education-from-mailchimp-22022024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68bb3a3eb1850454b97dc5b4,false,false,Fri Sep 05 2025 19:30:06 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:15:42 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68bb3a3eb1850454b97dc571_05705050-81e8-473a-8f1f-2c1747774313.png,Mailchimp email 18,,"<p id="""">This marketing email from Mailchimp aims to encourage users to leverage the platform's reporting and integration tools to optimize their email campaigns and improve outcomes. Its structure includes clear sections highlighting features like data-driven reports, over 300 integrations, and advanced plan options such as A/B testing and campaign management. </p><p>‍</p><p id="""">The tone is supportive and informative, with calls-to-action encouraging exploration of tools and plan upgrades, complemented by visual elements and links to additional resources and support.</p><p>‍</p>",product-education; integration-prompt; product-update; report,mailchimp,educate-engage,Thu Feb 22 2024 19:24:00 GMT+0000 (Coordinated Universal Time),Mailchimp,Product Education from MailChimp | Educate & Engage,"Use Mailchimp's reports and 300+ integrations to optimize your email marketing strategy, boost engagement, and drive revenue with data-driven insights."
You're in the top 15% of Buffer users!,milestone-reached-from-buffer-12182024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689f765fb39afb6e1505eb64,false,false,Fri Aug 15 2025 18:03:11 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:18:05 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689f765fb39afb6e1505eb48_877fd82d-57e6-40ef-a18f-223a7d72d88a.png,Buffer email 19,"This is a year-in-review email from Buffer, summarizing the user's social media activity over the past year, including the number of posts published and highlighting their achievement of being in the top 15% of users. The email is structured with a congratulatory tone, personalized statistics, and encouragement to continue posting, supported by a clear call-to-action to schedule the next post. The layout includes branded images, a personal sign-off from the team, support links, and social media icons for further engagement and assistance.",,milestone-reached,buffer,celebrate-milestones,Wed Dec 18 2024 15:55:00 GMT+0000 (Coordinated Universal Time),Joel from Buffer,Milestone Reached from Buffer | Celebrate Milestones,"Buffer celebrates your 2024 social media success, publishing 355 posts and ranking in the top 15%. Keep building your brand with Buffer in 2025."
You're invited to contribute - 2024 State of Messaging,survey-from-customerio-09202024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689f17d0e91975b54f13a526,false,false,Fri Aug 15 2025 11:19:44 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:11:13 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689f17d0e91975b54f13a515_c0bddd1d-3192-4b70-827a-185a4b85e222.png,Customer.io email 26,"This email invites the recipient to participate in a survey for the 2024 State of Messaging report, highlighting the opportunity to win one of four $25 gift cards as an incentive. It reviews insights from the previous year's report and outlines the new topics of interest, such as multi-channel engagement and AI trends in messaging. The structure is informative and engaging, combining data highlights with a clear call to action, while maintaining a professional and encouraging tone.",,survey,customer-io,request-feedback,Fri Sep 20 2024 09:00:00 GMT+0000 (Coordinated Universal Time),The Customer.io Team,Survey from Customer.io | Request Feedback 2,Join Customer.io's 2024 State of Messaging survey to share insights on messaging trends and win a $25 gift card. Help shape industry benchmarks.
You're invited: Expert tips for better HR forms 🤝,webinar-invitation-from-typeform07212025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68933a6c8c93b388d277e275,false,false,Wed Aug 06 2025 11:20:12 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 07:40:42 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68933a6c8c93b388d277e24d_b0da8aa9-5cc8-4814-8924-d55bbbdcf6ef.png,Typeform email 14,"This email is an invitation to a Typeform webinar focused on enhancing HR processes and employee experiences using their platform. It features a clear, structured layout with an image header, bullet points highlighting key features, and multiple calls to action for registration and engagement. The tone is professional yet approachable, designed to educate and encourage participation from HR professionals and talent acquisition specialists.",,webinar-invitation; content-engagement,typeform,educate-engage,Mon Jul 21 2025 12:00:00 GMT+0000 (Coordinated Universal Time),Typeform,Webinar Invitation from Typeform | Educate & Engage,Join Typeform's July 24 webinar to learn how to enhance talent acquisition and employee experience with interactive HR forms and quizzes.
You're invited: Grow your brand in 2025 🌱,usage-expansion-from-buffer-01082025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689f76b18b07cfb6dd41362f,false,false,Fri Aug 15 2025 18:04:33 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:18:05 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689f76b08b07cfb6dd4135de_b9a55417-8296-4dda-9d92-a2fb82791090.png,Buffer email 21,"This email from Buffer promotes a 30-day Creator Camp designed to help users build a consistent social media posting habit and increase engagement. It uses a friendly, encouraging tone with structured sections highlighting the program's benefits, participant success stories with metrics, and multiple calls to action linking to the camp and support resources. Visual elements include logos and testimonial images, enhancing credibility and engagement.",,usage-expansion; product-education,buffer,educate-engage,Wed Jan 08 2025 21:15:00 GMT+0000 (Coordinated Universal Time),The Buffer Team,Usage Expansion from Buffer | Educate & Engage,"Join Buffer's Creator Camp, a 30-day plan with prompts, tools, and community support to build consistent social media habits and grow your brand."
You're registered—The AI boom on Stripe: Lovable’s meteoric growth and GTM success,webinar-confirmation-from-stripe-05292025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6894f3171aa003d8476f26bd,false,false,Thu Aug 07 2025 18:40:23 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:21:33 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6894f3171aa003d8476f26a9_f042902b-9ed4-478c-b624-7e81fa6551f1.png,Stripe email 11,"This email serves as a confirmation and calendar invitation for a registered online event hosted by Stripe, titled 'The AI boom on Stripe: Lovable’s meteoric growth and GTM success.' It clearly outlines event details such as date, time, and duration, and provides multiple calendar add options (Google, Outlook, iCalendar) with corresponding links for easy integration. The tone is professional and encouraging, inviting recipients to add the event to their calendar and share the event with colleagues, supported by branded visual elements and social media links for extended engagement.",,webinar-confirmation,stripe,educate-engage,Thu May 29 2025 07:13:00 GMT+0000 (Coordinated Universal Time),Stripe,Webinar Confirmation from Stripe | Educate & Engage,"Join Stripe's online event on June 18, 2025, to explore Lovable's AI-driven growth and GTM success. Register and add to your calendar now."
You've got just 3 days left!,phantom-busters--youve-got-just-3-days-left-from-phantom-busters-02282025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686ff88d1e525b512826072d,false,false,Thu Jul 10 2025 17:29:49 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 14:46:23 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686ff88d1e525b512826071d_57608fe2-d308-40f9-9463-2745d37326e9.png,from Phantom Busters,"This is a trial expiration reminder email from PhantomBuster, urging the recipient to utilize the last 3 days of their free trial by trying recommended starter automations (Phantoms) for lead generation, LinkedIn engagement, and data enrichment. The email is structured with a friendly and encouraging tone, listing actionable links for immediate use and featuring a clear upgrade call-to-action to convert the trial user into a paying customer. It also includes contact info and helpful resources, maintaining a conversational and supportive style throughout.",,trial-expiration-warning; upgrade-cta,phantom-busters,onboard-free-user,Fri Feb 28 2025 17:07:00 GMT+0000 (Coordinated Universal Time),John at PhantomBuster,from John at PhantomBuster 8,"PhantomBuster alerts Jonathan of 3 days left in trial. Try LinkedIn lead list building, auto follow-ups & Google Maps contact scraping. Upgrade now!"
You've launched your first Phantom Jonathan. Discover new use cases!,phantom-busters--youve-launched-your-first-phantom-jonathan-discover-new-use-cases-from-phantom-busters-02172025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686ff7af85d6c92e9015ade6,false,false,Thu Jul 10 2025 17:26:07 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:38:42 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686ff7ae85d6c92e9015adb2_a61d1967-71be-4f1b-989d-688503b6166a.png,from Phantom Busters,"This email is a welcome and congratulatory message from PhantomBuster, informing the user that their first automation (Phantom) is live. It is structured with a friendly and encouraging tone, providing practical examples of how to use the service to scale their business, such as outreach campaigns, data extraction, and LinkedIn prospecting. The email also includes resources like articles, tutorials, and help center links to support user onboarding and engagement.",,milestone-reached; feature-usage-nudge,phantom-busters,celebrate-milestones,Mon Feb 17 2025 17:21:00 GMT+0000 (Coordinated Universal Time),PhantomBuster,from PhantomBuster,"Celebrate your first Phantom launch with PhantomBuster! Discover automated outreach, lead extraction, and CRM enrichment to scale your business efficiently."
You've reached your pipeline limit,upgrade-cta-from-hubspot-welcome-to-hubspot-lets-get-started07212025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68935843fb9adb19ea365a91,false,false,Wed Aug 06 2025 13:27:31 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 07:40:42 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68935843fb9adb19ea365a86_2e616497-f9a1-4011-bdd5-ba43794681e3.png,Hubspot email 7,"This is a promotional email from HubSpot encouraging users to upgrade from one to two sales pipelines to increase deal closures by 97%. The email is structured with an engaging opening that highlights the benefit, followed by bullet points outlining features unlocked by the upgrade, a clear call to action with a limited-time discount, and social media links. Its tone is persuasive and optimistic, leveraging data points and incentives to motivate the user toward upgrading their sales platform.",,upgrade-cta; usage-expansion,hubspot,onboard-free-user,Mon Jul 21 2025 23:41:00 GMT+0000 (Coordinated Universal Time),The HubSpot Team,Upgrade CTA from HubSpot | Onboard Free User,"Upgrade to HubSpot's Starter Customer Platform and close 97% more deals in 6 months with 2 pipelines, smart deal stages, and automation. Save 25% now!"
Your 2023 in Review: What Type of Loom Personality Are You?,usage-summary-from-loom-12132023,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b8e4f784c6e457b2faac1,false,false,Tue Aug 12 2025 18:56:15 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:39:29 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b8e4f784c6e457b2faa89_7c4d4e0e-e3a0-44f6-863e-079000b6e758.png,Loom email 11,"This email functions as a personalized year-in-review report for Loom users, showcasing their unique usage style and statistics from the past year. The structure opens with a friendly introduction to the concept of a 'Loom personality,' followed by detailed stats that quantify the user's video editing habits, meeting eliminations, and filler word removals. The tone is encouraging and celebratory, using user data to engage with the recipient while promoting Loom's features and upcoming updates, wrapped with social sharing prompts and clear calls-to-action.",,usage-summary; milestone-reached,loom,celebrate-milestones,Wed Dec 13 2023 03:29:00 GMT+0000 (Coordinated Universal Time),Loom,Usage Summary from Loom | Celebrate Milestones 7,"Explore your unique Loom use in 2023 with Loom's personalized video editing stats, meeting savings, and upcoming features. See your Loom personality now."
Your 2024 Miro recap is here ✨,usage-summary-from-miro-12182024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686d41882617956fcadf85f5,false,false,Tue Jul 08 2025 16:04:24 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 10:44:19 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d41882617956fcadf8597_30ab11b7-e328-4523-a90e-c9502833300b.png,Miro email 5,"This email from Miro serves as a personalized annual recap for the user, highlighting their unique usage patterns, favorite features, and collaborative moments on the platform. Structurally, it combines engaging, casual language with visual elements like images and clickable links directing the user to their detailed recap and various social media channels. The tone is friendly and celebratory, aiming to reinforce user engagement and appreciation for their contributions to the Miro community.",,usage-summary; year-in-review,miro,celebrate-milestones,Wed Dec 18 2024 21:24:00 GMT+0000 (Coordinated Universal Time),The Miro Team,Usage Summary from Miro | Celebrate Milestones,"Explore your personalized Miro recap showcasing your unique collaboration, templates, and creative year summary on the canvas. Check your 2024 highlights now!"
Your 2024 in Review: What Type of Loom Personality Are You?,usage-summary-from-loom-12112024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689c4f6c20695b3e901bea34,false,false,Wed Aug 13 2025 08:40:12 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:38:41 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689c4f6c20695b3e901bea2f_6d108f43-e64c-444d-87cc-70eda71d111b.png,Loom email 35,"This email from Loom provides a personalized end-of-year recap, highlighting the recipient's unique usage patterns and style on the platform, termed their ""Loom personality."" It includes statistical summaries such as the number of recordings, meetings eliminated, and time saved, paired with playful titles and badges like ""The Elite Editor."" The structure features branded visual headers, engaging data points, social sharing options, and links to upcoming features, maintaining a friendly, celebratory, and motivational tone aimed at reinforcing user engagement and encouraging social sharing.",,usage-summary,loom,celebrate-milestones,Wed Dec 11 2024 14:51:00 GMT+0000 (Coordinated Universal Time),Loom,Usage Summary from Loom | Celebrate Milestones 5,"Loom's 2024 Rewind reveals your unique video communication style, saved time, and collaboration insights to boost async efficiency."
Your AI workforce is here: Updated Zapier Agents + templates,newsletter-from-zapier-05282025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6895fc53c26d446a1a6a1c8d,false,false,Fri Aug 08 2025 13:32:03 GMT+0000 (Coordinated Universal Time),Sat Feb 07 2026 17:43:21 GMT+0000 (Coordinated Universal Time),Sat Feb 07 2026 18:37:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6895fc53c26d446a1a6a1c5e_a7bc74f7-2b2e-47ad-a31f-cacc56b9a22b.png,Zapier email 24,"This marketing newsletter from Zapier showcases the latest product updates, particularly focusing on the revamped Zapier Agents with AI capabilities. It is structured with visually engaging sections that highlight new AI templates, autonomous workflows, integrations, and feature enhancements, all linked to deeper resources like guides, demos, and webinars. The tone is informative and promotional, aiming to educate users about AI-powered automation opportunities while encouraging engagement through actionable links.",,newsletter; content-engagement; product-update,zapier,educate-engage,Wed May 28 2025 17:34:00 GMT+0000 (Coordinated Universal Time),Zapier News,Newsletter from Zapier | Educate & Engage 4,"Discover Zapier's May 2025 edition highlighting rebuilt AI Agents, ready-made templates, AI workflow updates, new integrations, and enhanced automation tools."
Your Asana trial starts today,welcome-free-users-from-asana-05122025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686d5d08f473f31d991b77a9,false,false,Tue Jul 08 2025 18:01:44 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 10:44:20 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d5d08f473f31d991b77a4_44a1d7b8-49ce-499b-b9a6-54fc5e8d1b55.png,Asana email 1,"This email functions as a welcome message for new users who have signed up for Asana, aimed at helping them get started with the product. It is structured with a clear introduction, a series of actionable tips to begin using Asana effectively, and multiple calls to action including inviting team members and exploring integrations. The tone is friendly, motivating, and supportive, emphasizing ease of use and the benefits of Asana for team collaboration and productivity.",,welcome-free-users; nudge-to-invite-team; trial-just-started; setup-prompt,asana,onboard-free-user,Mon May 12 2025 14:38:00 GMT+0000 (Coordinated Universal Time),Asana,Welcome - Free Users from Asana | Onboard Free User,"Asana welcomes you with a clear starter guide to manage projects, tasks, and team collaboration. Discover integrations and invite your team today."
Your Canva invoice,payment-receipt-from-canva-01152024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689392dcefbeb38042a9adce,false,false,Wed Aug 06 2025 17:37:32 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 14:21:10 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689392dcefbeb38042a9adb8_5b58944b-14d6-4150-8a25-2700cdc1ec3f.png,Canva email 3,"This email functions as a transactional invoice notification from Canva, providing detailed billing information for a recent purchase. Structurally, it includes a header with branding, the invoice number, issue date, payment method, itemized charges with amounts, and direct links to view the details and all previous invoices. The tone is professional yet friendly, with a light-hearted fun fact to add a personable touch, and a clear disclaimer about email type and unsubscribe status, reinforcing its transactional rather than promotional nature.",,payment-receipt,canva,transactional-email,Mon Jan 15 2024 11:00:00 GMT+0000 (Coordinated Universal Time),Canva,Payment Receipt from Canva | Transactional Emails,Get your Canva invoice for subscription charges of £12.99 with clear billing details and access to view all invoices securely. Thank you for your purchase.
Your December Loom Review 💜,usage-summary-from-loom-01032024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b8f1f5a31fbba06101d72,false,false,Tue Aug 12 2025 18:59:43 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:38:26 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b8f1e5a31fbba06101d6d_1fa6db92-dff1-4980-8d56-1325331a9479.png,Loom email 13,"This email functions as a personalized monthly activity summary for a Loom user, highlighting how the customer has saved time and improved communication by using async video. The structure includes quantified user metrics (videos created, meetings eliminated, time saved), featured popular video content with visual thumbnails, and engagement stats. The tone is positive, reinforcing value and encouraging further team involvement, supportive of user retention and deeper feature adoption.",,usage-summary,loom,celebrate-milestones,Wed Jan 03 2024 07:52:00 GMT+0000 (Coordinated Universal Time),Loom,Usage Summary from Loom | Celebrate Milestones 4,"Loom's December Review shows how async videos replaced 2 meetings, saved 17 minutes, and boosted team collaboration with 4 created videos. Use Loom smarter."
Your Digi Storms files haven’t synced since May 03 2024,inactivity-nudge-from-dropbox-05172024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6894e37fdfb887d5ab9079d6,false,false,Thu Aug 07 2025 17:33:51 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 17:32:03 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6894e37fdfb887d5ab9079c2_a8d3773f-5c9c-47f9-a4e6-45332ab75d9e.png,Dropbox email 13,"This email serves as a notification to inform the recipient that their Dropbox for teams trial has ended and file syncing for their team has stopped. It includes clear actionable prompts with links to manage or cancel their plan and provides contact information for support. The structure is straightforward and businesslike, using branded elements and direct language to emphasize the urgency and next steps needed to resume service.",,inactivity-nudge,dropbox,win-back-churned-user,Fri May 17 2024 08:30:00 GMT+0000 (Coordinated Universal Time),Dropbox,Inactivity Nudge from Dropbox | Win Back Churned User 3,"Dropbox alerts Digi Storms team that file syncing stopped after trial ended May 03, 2024. Manage your plan now to resume syncing and access support."
Your DocuSign Account can save you time and money,inactivity-nudge-from-docusign-03252024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689eec45ee5939d28ed67043,false,false,Fri Aug 15 2025 08:13:57 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:18:50 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689eec44ee5939d28ed67012_6c9739cf-fa43-4f1b-98c5-dcf7abd37960.png,Docusign email 10,"This email from DocuSign is a customer nurture communication aimed at encouraging the recipient to log in and start using DocuSign's e-signature services. It highlights key benefits such as faster turnaround times and cost savings compared to traditional paper processes, and invites users to read customer success stories. The email has a professional tone, a clear call-to-action, and supportive links for logging in, exploring use cases, and connecting via social media, structured to drive engagement and conversion.",,inactivity-nudge,docusign,win-back-churned-user,Mon Mar 25 2024 08:00:00 GMT+0000 (Coordinated Universal Time),DocuSign Customer Success,Inactivity Nudge from Docusign | Win Back Churned User,Discover how DocuSign helps over a million customers accelerate document turnaround by 6x and save $36 each vs paper. Try now for faster agreements.
Your Dropbox for teams trial has ended,trial-expired-upgrade-from-dropbox-05032024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6894e3347416bb9b4686ddf4,false,false,Thu Aug 07 2025 17:32:36 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:21:32 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6894af2dea33f86e67f61bdc_dbe80dcd-d66e-4c38-a66a-2642ba14fc3f.png,Dropbox email 12,"This email serves as a billing reminder for a Dropbox teams account after the free trial has ended without billing information provided. It clearly outlines the consequences of not adding billing info, such as syncing stopping and team members potentially leaving. The email includes direct calls to action with prominent links to add billing info or cancel the service, and features a professional, urgent tone with Dropbox branding and social media links for support and trust.",,trial-expired-upgrade; upgrade-cta,dropbox,expand-user,Fri May 03 2024 08:30:00 GMT+0000 (Coordinated Universal Time),Dropbox,Trial Expired - Upgrade from Dropbox | Expand User,Dropbox notifies that your free trial has ended; billing info is needed to resume team file syncing and prevent team disbandment. Add billing now.
Your February Loom Review 💜,usage-summary-from-loom-03052025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689c56ab9778ed169fa16802,false,false,Wed Aug 13 2025 09:11:07 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:37:56 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689c56aa9778ed169fa167fd_70804401-451d-4dd8-8698-0f805d2ffa2e.png,Loom email 40,"This email from Loom serves as a monthly usage review highlighting the user's adoption and impact of the Loom platform. It features a summary of key stats like videos created, views received, meetings eliminated, and time saved, complemented by personalized highlights such as the most viewed Loom and top connections. The structure is segmented for clarity with a motivational tone emphasizing productivity gains from asynchronous video communication, and includes calls to action for deeper user engagement and account management options.",,usage-summary,loom,celebrate-milestones,Wed Mar 05 2025 03:16:00 GMT+0000 (Coordinated Universal Time),Loom,Usage Summary from Loom | Celebrate Milestones 3,"Loom February Insights: You saved 10 meetings, created 51 videos, and worked smarter with async video. See your top connections and favorite Looms."
Your Hunter 2024 recap,year-in-review-from-hunterio-12192024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686fa77bd87074c7157af6ec,false,false,Thu Jul 10 2025 11:43:55 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 10:44:02 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686fa77bd87074c7157af6e7_ca817fc4-acb3-4abe-94e8-3b8b36ef6676.png,Hunter email 11,"This email serves as an annual recap of product updates and content highlights for Hunter users, aimed at boosting their outreach efforts. It is structured with an overview of key 2024 feature releases such as Signals, Discover, and campaign improvements, followed by a curated list of most-read educational articles. The tone is professional and forward-looking, expressing gratitude and anticipation for future success while encouraging continued engagement through informative resources and social media follow-ups.",,year-in-review,hunter-io,educate-engage,Thu Dec 19 2024 09:07:00 GMT+0000 (Coordinated Universal Time),Team Hunter,Year in Review from Hunter.io | Educate & Engage,"Hunter's 2024 recap highlights new features like Discover, enhanced lead management, and content to improve your cold email outreach and growth strategy."
Your January Loom Review 💜,usage-summary-from-loom-02072024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b901874ed8b434b977b07,false,false,Tue Aug 12 2025 19:03:52 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:37:36 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b901774ed8b434b977b02_81bd9376-ce11-4c92-a308-96ac10448bf0.png,Loom email 16,"This email from Loom functions as a user activity summary and promotional newsletter highlighting productivity benefits of asynchronous video communication. It features a structured mix of personal usage statistics, case studies (e.g., from Intercom), and video content examples from Loom users, encouraging recipients to view their insights and learn from real user demos. The tone is professional and motivational, emphasizing time savings and better team collaboration without adding meetings.",,usage-summary,loom,celebrate-milestones,Wed Feb 07 2024 01:15:00 GMT+0000 (Coordinated Universal Time),Loom,Usage Summary from Loom | Celebrate Milestones 2,Discover how Loom helped reduce meetings and save time with video communication. See your January insights and learn from top users like Intercom and Sung Won Chung.
